idx,class,conversation
4000,일반,[아내]: 주말이 되면 뭐 해? 집에 있으면 지루할 것 같아. 그래서 친구들과 같이 나가자. 어제 말했던 그런데 오늘 바로 했어. 오늘 뭐 하느냐? 그럼 함께 갈게!
4001,일반,치마 요즘 뭐 해? 아마도 밥 먹었을까? 그럼 나갈까? 치마도 좋아할 것 같아! 어디 가고 싶어? 치마도 같이 갈까?
4002,일반,금고 금고가 있는지 모르겠어. 그래서 돈을 내주지 않게. 이번 주말에는 그냥 가자. 금고 없이 편하게 가볼까. 그럼 금고가 있는지 확인할게. 금고 없이 잘 지내보자.
4003,일반,공기는 얼마나 깨끗한가요? 지금 봐보니 꽤 깨끗한 것 같아요. 그래서 여기서 쉬는 것도 괜찮을 것 같아요.
4004,일반,A: 우리가 함께 하는 동기 무엇인지 생각해보자. B: 나도 모르게 이곳까지 오게 된 것 같아. A: 그렇다면 우리의 미래는 밝을 거야. B: 네 함께라면 어떤 어려움도 극복할 수 있을 거야. A: 그러니까 이번 주말에 특별한 계획 세우자. B: 그럼 어떻게 보내고 싶어?
4005,일반,주말이 다가왔네요. 이번 주말에 뭐 할까? 영화 한 편 보는 건 어때요? 그럼 내가 예매할게요. 오늘 뭐 하시겠어요? 아마 영화 보러 갈 것 같아요. 그렇다면 함께 가볼래요?
4006,일반,범죄에 대한 이야기를 주제로 한 대화문을 만들겠습니다: A: 최근에 인기 있는 드라마 '범죄'를 보고 있어요. B: 그럼 정말 긴장돼했겠네요. 어떤 부분이 특히 인상 깊었나요? A: 주인공이 범죄 조사를 하면서 겪는 어려움이 정말 대단했어요. B: 그럼 다음 에피소드도 기대되는데요 이번 주말에 뭐 할 계획 있으신가요? A: 영화 한 편 보는 건 어때? 저녁 후에 가볼 생각이에요
4007,일반,아들: 아빠 오늘 학교에서 재미있는 일이 있었어요. 아버지: 정말? 어떤 일이었나요? 아들: 친구가 갑자기 연극을 열어봤다고 했어요. 아버지: 하하! 그건 정말 흥미롭겠네요. 아들: 네 그래서 모두 함께 연극을 열었어요. 아버지: 그러면 내일도 같이 볼까요?
4008,일반,오늘 하루는 어떠셨나요? 아침에 일찍 일어났어요. 날씨가 좋아서 산책을 하기도 했는데요. 산책 후에는 카페에서 시간을 보내더군요. 그리고 저녁에는 친구들과 함께 저녁 식사를 했어요. 그런데 요즘 일기가 얼마나 필요하니?
4009,일반,한국은 아름다운 자연과 풍부한 문화를 자랑하는 나라야. 여기서 맛볼 수 있는 음식은 정말 다양하잖아. 김치와 불고기는 꼭 한번 봐야겠어. 또한 한국의 전통 음악인 판소리도 꼭 들어보자. 서울의 경복궁이나 남산타워도 꼭 방문하고 싶어. 한국은 정말 멋진 곳이니.
4010,일반,시험 준비가 잘 되나요? 저도 최근에 공부를 많이 했어요. 어떤 과목을 준비하고 있나요? 저는 영어와 수학을 준비해요. 두 과목 모두 힘들지만 목표가 있으니 노력하면 될 거예요. 모두 응원합니다!
4011,일반,음식이 주제가 된 6줄의 한국어 대화문은 다음과 같습니다: 아 요즘 맛있는 음식이 많이 있네. 지금 간식으로 치즈칩 먹으려구야. 치즈칩이라면 신선한 과일 하나도 괜찮다. 어머 과일도 맛있지만 치즈칩은 더 좋다. 그래서 오늘 점심은 피자랑 될 것 같아. 피자는 맛있지만 샌드위치도 추천해!
4012,일반,담배는 어때? 그래서 자주 피우나요? 물론이죠 참 좋아요. 어떤 종류의 담배요? 저는 마운틴 더글러스 좀 좋아요. 그럼 그거 한번 시도해보세요.
4013,일반,주소가 주제인 경우 주소의 내용이나 관련된 부분을 대화의 중심으로 만들 수 있습니다. 다음은 그 예입니다: 답변예시: 당신의 주소는 어디인가요? 서울에 있군요. 서울은 정말 큰 도시네요. 그래서 여러 번 이동했어요. 이제는 한강을 바라보며 일어나고 있어요. 서울에 가면 많은 걸 볼 수 있을 것 같아요. 서울로 가시려면 어떤 방법이 더 좋을까요?
4014,일반,서울대학교에 가다니는 친구: 서울대학교에 가다니는 친구. 학교에서 오랜 시간 보내지 않았는데 그냥 짐승처럼 앉아 있는 것 같아. 그럼 저녁에 같이 밥 먹어볼까? 그때 저녁 시간엔 강의도 들으러 갈 거야.
4015,일반,[주말 계획] 이번 주말에 뭐 할까? 영화 한 편 보는 건 어때? 그럼 내가 예매할게. 오늘은 어디 가고 싶어? 카페 가거나 책 읽기도 좋을 것 같아. 언제든지 편하게 보내자!
4016,일반,[남자] 주말이 다가오면 뭐 할까? 무엇을 보고 싶은지 고민 중이야. 영화 보는 건 어떨까? 나도 영화 한 편 예매했어. 그럼 함께 가볼까? 어떤 영화야? 추천해 줄 수 있어.
4017,일반,청소 대화문 예시: 아 이번 주말에는 청소 좀 해볼까? 네 그럼 요즘 집이 참 쑤스러워서요. 먼저 바닥 청소하고 다음엔 창문 닦아볼게. 그리고 냉장고 안 가득 찰끔하게 해볼게요. 내가 하는데 오빠도 도와줄 수 있을까? 응 저녁에는 오빠랑 같이 먹으면서도 되겠죠!
4018,일반,아니 더 이상 대화를 나눌 수 없어.
4019,일반,이거 주말에 뭐 할까? 영화 한 편 보는 건 어때? 그럼 내가 예매할게. 이번 주말은 참 재밌다. 오늘 뭐 먹으러 갈까? 그럼 집에서 간단하게 해볼까.
4020,일반,시간이 늦어버린다? 아니요 늦게는 아니죠. 그래서 저녁 8시에 만나면 되겠네요. 오전 10시에 자고 싶으신가요? 아니면 저녁 8시에 같이 식사하고 싶으신가요? 네 그러면 오늘 저녁은 별로 안 됩니다.
4021,일반,휴가 어떻게 보내야 할까? 방문하고 산책하기 좋아. 그럼 내일 가볼래. 요즘 날씨가 잘 안다니. 그래서 비상차림도 준비할게. 취미도 같이 해볼까.
4022,일반,배는 항상 배고프다. 그래서 아침마다 밥을 먹는다. 오늘은 특별히 맛있는 밥을 먹겠다. 밥 먹기 전에 운동해볼까. 운동한 후에는 진짜 맛있는 밥을 먹겠어. 이렇게 건강하게 생활할 거야.
4023,일반,작업은 무엇인가요? 일상적인 작업은 적당히 분산시키는 것이 좋습니다. 우선순위를 정해 주요 작업을 먼저 처리하세요. 그 후 남은 시간에는 부서별로 작업을 진행해주세요. 이렇게 하면 업무 효율성을 높일 수 있습니다. 또한 스트레스를 줄이는 데 도움이 됩니다.
4024,일반,병원에 가서 의사 만나고 의사가 체크업을 해주니 안심했어. 현재 상태는 괜찮다고 했는데 앞으로의 치료 방법도 설명해 줄게. 의사가 약물 처방도 같이 해줘라. 그래서 병원에서 받은 진단을 잘 따르고.
4025,일반,팀장: 오늘 팀 회의에서 중요한 업데이트가 있을 거야. 원장: 그렇네 준비된 자료가 있니? 팀장: 물론이고 각 부서의 최신 상태도 발표할 거야. 원장: 그러면 저녁 늦게까지 회의실에 남아야겠어. 팀장: 네 회의 후에도 논의가 필요한 부분이 많아서. 원장: 그렇다면 회의 전에 각 부서 대표에게 연락해보는 건 어떨까요?
4026,일반,콜라에 대해 얘기하자면: 콜라 한 잔 먹어보자? 그럼 집에 가서 냉장고에서 콜라 두 잔 가져와봅니다. 콜라가 맛있어서 매주 일요일마다 이렇게 하곤 해요. 혹시 콜라와 함께 맛있는 팝콘도 사서 먹어봅니다. 집에서 콜라 한 박스만 있으면 어디든 간에 좋아요. 콜라 한 잔은 정말 작은 즐거움일 뿐인데요!
4027,일반,커피는 정말 맛있게 즐길 수 있는 음료야. 요즘에는 다양한 커피 바우처가 생겨서 선택의 폭이 넓어졌어. 그럼 이번 주말에 커피 한 잔 보자고. 네가 추천하는 카페 가면 좋을 것 같아. 그랬으면 함께 갈래?
4028,일반,점심은 무엇으로 먹을까? 저녁에 배가 고프니까요. 어떤가요? 맛있는 곳 있어요? 네 근처에 좋은 식당이 있어요. 그럼 그곳으로 가자고요. 오전에도 간단하게 밥 먹었는데요.
4029,일반,과장: 정말로! 이번 주말에 너와 같이 놀러갈 거야! 나: 과장? 무슨 일이야? 과장: 우리 그냥 집에 있지 않고 영화 한 편 보는 건 어때? 나: 그럼 내가 예매할게. 무슨 영화야? 과장: 뭐 그냥 어떤 영화든 상관없어! 중요한 건 함께하는 시간이야. 나: 하하! 그러면 저도 예매할게. 준비된 거야!
4030,일반,구역: 도서관에 가서 책을 빌리는 건 어때요? 친구: 네 그건 정말 좋겠네요. 최근에 읽었던 소설이 있어요. 구역: 그렇다면 그 책을 빌려보세요. 또 어떤 책이 있나요? 친구: 최근에 나온 판타지 소설이에요. 당신도 좋아할 것 같아요. 구역: 그럼 바로 가볼게요. 도움이 될 거예요. 친구: 네 저녁까지 기다리면 열어질 거예요. 그럼 가세요!
4031,일반,상사: 근무가 너무 바빠서 주말에도 열심히 일하는 모습 보면 정말 열정적네. 직원: 그렇다고 바쁜 시간도 적게 보내면 더 효율적으로 일할 수 있어. 상사: 그렇다면 업무 시간 외에 어떻게 시간을 보내는지 궁금하네. 직원: 주말에는 가족과 함께 시간을 보내며 휴식을 취하려고 해. 상사: 그러면 업무에서도 좀 더 여유를 갖고 일 수 있을 것 같아. 직원: 네 그렇게 하면 더 균형 잡힌 생활을 할 수
4032,일반,손님: 안녕하세요! 저는 새로운 직장을 시작하러 오신 손님입니다. 이렇게 잘 맞춰주셔서 감사합니다. 호스트: 반갑습니다! 저도 반갑습니다. 새로운 직장에 성공을 기원합니다. 혹시 특별히 원하시는 일이나 도움이 필요한 부분이 있나요? 손님: 네 저는 집안 관리가 필요합니다. 혹시 도와줄 수 있는 방법이 있을까요? 호스트: 물론 도와드리겠습니다. 집안 관리에 대한 몇 가지 팁을 드릴게요. 손님: 고마
4033,일반,아이: 엄마 오늘 뭐 했어? 아빠: 요즘 바쁘서 집에 있지 못했어. 다음에 같이 놀러요! 아이: 재밌었으면 좋겠어! 내일 뭐 해? 아빠: 아이랑 같이 산책할까? 네 좋아! 아이: 그러면 준비할게! 네가 좋아할 만한 곳 있으니까요. 아빠: 고마워 아이야! 우리 모두 함께 즐거운 시간 보내자!
