idx,class,conversation
1000,일반,응 무슨 일이 있더라? 정말 위험해 보인다. 여기서 탈출할 수 있을까? 경비가 필요해 봐. 빠르게 뒤로걸어봐! 도움이 오길 바라네.
1001,일반,음악을 좋아하고 싶어? 저도 오랫동안 연주를 꿈꿨는데요. 어떤 악기를 들고 싶으신가요? 기타라나 피아노가 좋겠어요. 그럼 함께 연습해보는 것도 어떨까요? 우리 서로 배우면서 더 좋아질 거예요.
1002,일반,오늘 새우를 구워볼까? 그럼 내가 재료를 준비할게. 새우는 맛있게 구워질 거야. 다른 요리도 같이 해볼까? 그럼 내일만 해도 될 것 같아. 새우랑 다른 요리도 잘 어울릴 거야.
1003,일반,오늘 밤에 너무 몰아서 잠이 잘 가지 않겠어. 그래서 집으로 돌아가서 잠자자마로 책 읽어볼까. 책이 없다면 스마트폰에 '안무음' 듣는 건 어떨까? 그럼 나는 집 안에서 작은 파티를 열자. 음악과 함께 창문 밖으로 나가보자. 그런데 날씨가 좋지 않다고 생각되면서 웃음이 난다.
1004,일반,소음 신고했어. 무슨 소음인지 몰라. 배가 들렸던 것 같아. 오랜만에 집에 돌아왔는데 무슨 일이 있었는지 모르겠어. 몇 분 전부터 계속해서 큰 소리로 들려와. 혹시 옆에서 들리는 소음도 신고해봐.
1005,일반,차가 고장 났어? 어디서 고장 났는지 알려줘.
1006,일반,안녕하세요? 잘못 걸린 전화네요. 무슨 번호였어요? 말씀해 주세요. 그 번호가 누구에게 걸렸는지 모르겠어요. 잠깐만 기다려 주세요 제가 도와드릴게요. 먼저 다른 번호로 확인해 볼게요. 그리고 만약 다시 잘못 걸렸다면...
1007,일반,오늘 회사에서 정말 잘했어! 제가 제출한 보고서가 상을 받았어. 동료들 모두 칭찬하던 것 같아. 특히 회장님께 큰 인상을 남겼어. 앞으로도 더 열심히 노력할게. 이건 나의 큰 성과야!
1008,일반,집 열쇠가 어디에 갔을까? 모든 곳을 뒤졌는데 없네. 그래서 열쇠를 다시 만드릴 거야. 이번에는 더 안전하게 두자. 나중에 찾으면서 집 안으로 들어갈까? 그럼 열쇠를 기분 좋게 두자.
1009,일반,점심 메뉴 못 정해서 고민이네? 저는 피자 사과 샐러드 중에서 선택할 거야. 나도 그렇게 해보자. 맛있게 드실 수 있을 거야. 혹시 요즘 좋아하는 음식이 있나요? 그럼 그 음식을 선택하는 게 어떨까요? 모두 함께 선택해 보는 것도 좋겠군.
1010,일반,혼밥 좀? 같이 먹는 건 더 재미 있을 것 같아. 그래서 내가 요리할게. 맛있는 것도 만들어볼까. 오늘은 양념살을 해볼까? 네가 좋아할 거야. 좋아 시작해! 내 요리장으로 오렴. 그럼 내일은 같이 갈까? 네가 좋아할 음식 준비해. 좋아 그렇게 해! 함께 먹으면 더 즐거울 것 같아.
1011,일반,환불 규정을 어떻게 적용하면 되나요? 먼저 계약서를 잘 읽어봐야겠네요. 환불 조건이 있다면 그 조건을 확인해야겠어요. 만약 조건을 충족하면 비용을 반환해 줄 것 같아요. 혹시 예외 조건이 있을까요? 예를 들어 특정 상황에서는 환불이 어려울 수 있죠. 예외 조건이 있다면 사전에 알려야 해요.
1012,일반,내 휴대폰 어디에 빠졌을까? 그림자 없이 돌아가면 안 될 것 같아. 빠르게 주변을 살펴보자. 여기서 잃어버린 걸 찾을 수 있을 거야. 당신도 같이 찾아보자. 모두 함께 노력하면 분명 찾을 수 있을 거야.
1013,일반,요즘 때문에 영수증이 다시 필요해서요. 아무래서 회계팀에서 다시 보내주셨다고 하더군요. 이건 정말 중요한 자료니까 조심하게 봐주세요. 왜 이렇게 다시 보내야 하는지 이해하지 못하겠어요. 회계팀은 왜 그렇게 까다로운가요? 그래서 잠깐만 가져와줄게요.
1014,일반,교통사고 목격했어? 어떤 상황이었어? 그럼 빠르게 사진 찍고 경찰서로 가야 해. 차량 상태가 너무 심해도 응급 차량으로 봐야겠어. 사고 현장에서는 주차하지 말고 경찰에 신고해야 해. 그리고 안전하게 도망치면 돼 걱정하지 말아. 안전하게 돌아왔으면 좋겠어 사고 후회 없게.
1015,일반,체력 떨어진 느낌 근육이 약해지니 운동도 힘들어. 일상생활도 좀 더 힘들어 보이네. 지금 이런 상태라면 건강 검진도 필요할 것 같아. 안전하게 생활하기 위해서는 체력을 관리해야 해. 앞으로는 조금씩 꾸준히 운동하고 싶어. 건강한 몸이 삶의 질을 높여줄 거야.
1016,일반,소음 신고했는데요 어디서 나는 건가요? 가로차가 넘어오는지 아니면 다른 소음인가요? 저는 가로차가 넘어오는 걸 들었는데요 그럼 이웃 집에 큰소리가 난 것 같아요. 혹시 가전제품이 과도하게 작동하고 있나요? 저는 청소하기 전에는 안 되는 것 같아요.
1017,일반,집에 재료 없을 때 요리 고민은 뭐야? 그럼 간단한 파스타나 샐러드만 있으면 돼. 파스타 재료라도 있으면 바로 만들 수 있어. 샐러드 만들기도 참 쉽지 않아. 그래서 집에 있으면 그냥 먹는 건 더 좋을 것 같아. 그냥 냉장고 안에서 간식으로 가득 차 있으면 돼.
